Date,Day of Week,Time_(h),Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
2020-10-14,Wednesday,5,MasterCard,CVC,166,Online,Children,Russia,United Kingdom,Russia,M,46.5,Barclays,True
2020-10-13,Tuesday,13,Visa,CVC,9,Online,Restaurant,USA,USA,United Kingdom,F,44.0,Barclays,True
2020-10-13,Tuesday,19,Visa,CVC,120,Online,Restaurant,China,China,United Kingdom,M,57.3,Halifax,True
2020-10-13,Tuesday,15,Visa,PIN,20,ATM,Entertainment,China,China,United Kingdom,M,30.2,Metro,True
2020-10-13,Tuesday,17,MasterCard,PIN,8,ATM,Children,India,United Kingdom,India,F,34.4,Monzo,True
2020-10-13,Tuesday,6,Visa,PIN,29,ATM,Fashion,Russia,Russia,United Kingdom,F,57.2,Monzo,True
2020-10-14,Wednesday,12,MasterCard,Tap,9,POS,Entertainment,India,India,United Kingdom,M,45.1,Halifax,True
2020-10-13,Tuesday,6,Visa,Tap,30,POS,Gaming,USA,USA,United Kingdom,M,56.8,Barclays,True
2020-10-13,Tuesday,5,Visa,PIN,383,POS,Electronics,China,China,United Kingdom,F,41.0,HSBC,True
2020-10-13,Tuesday,1,MasterCard,PIN,17,ATM,Products,India,India,United Kingdom,F,36.0,Lloyds,True
2020-10-14,Wednesday,0,MasterCard,CVC,15,Online,Restaurant,India,India,United Kingdom,F,49.3,Halifax,True
2020-10-14,Wednesday,0,MasterCard,Tap,17,POS,Gaming,United Kingdom,China,United Kingdom,M,33.5,Barclays,True
2020-10-13,Tuesday,20,MasterCard,Tap,24,POS,Fashion,USA,USA,United Kingdom,F,46.8,Halifax,True
2020-10-13,Tuesday,4,Visa,CVC,80,Online,Fashion,USA,USA,United Kingdom,F,52.1,Halifax,True
2020-10-13,Tuesday,1,Visa,PIN,21,ATM,Services,India,India,United Kingdom,M,47.5,Monzo,True
2020-10-13,Tuesday,3,Visa,PIN,374,ATM,Electronics,USA,USA,United Kingdom,M,52.6,Barclays,True
2020-10-13,Tuesday,22,MasterCard,Tap,19,POS,Food,India,India,United Kingdom,M,54.0,Barclays,True
2020-10-13,Tuesday,0,MasterCard,Tap,20,POS,Entertainment,India,India,United Kingdom,M,67.2,Barlcays,True
2020-10-14,Wednesday,19,Visa,CVC,21,Online,Children,USA,United Kingdom,USA,M,43.2,RBS,True
2020-10-13,Tuesday,5,MasterCard,CVC,5,Online,Children,United Kingdom,Russia,United Kingdom,M,46.4,Monzo,True
2020-10-13,Tuesday,4,Visa,CVC,12,Online,Fashion,China,China,United Kingdom,F,52.8,Halifax,True
2020-10-13,Tuesday,6,Visa,CVC,20,Online,Food,India,India,United Kingdom,F,51.2,Barclays,True
2020-10-14,Wednesday,13,MasterCard,Tap,28,POS,Children,Russia,Russia,United Kingdom,F,30.5,RBS,True
2020-10-13,Tuesday,11,MasterCard,CVC,7,Online,Services,Russia,Russia,United Kingdom,M,30.4,Barclays,True
2020-10-14,Wednesday,9,MasterCard,CVC,188,Online,Services,USA,USA,United Kingdom,M,54.2,Lloyds,True
2020-10-14,Wednesday,15,Visa,CVC,14,Online,Fashion,China,China,United Kingdom,F,41.0,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,28,ATM,Fashion,India,India,United Kingdom,F,36.2,Lloyds,True
2020-10-14,Wednesday,18,Visa,Tap,9,POS,Services,United Kingdom,India,United Kingdom,M,39.5,RBS,True
2020-10-14,Wednesday,21,MasterCard,Tap,24,POS,Food,USA,USA,United Kingdom,F,50.6,Metro,True
2020-10-13,Tuesday,8,Visa,Tap,27,POS,Products,United Kingdom,India,United Kingdom,M,37.1,Lloyds,True
2020-10-14,Wednesday,18,Visa,CVC,74,Online,Food,Russia,Russia,United Kingdom,M,45.3,Metro,True
2020-10-14,Wednesday,18,Visa,PIN,68,POS,Entertainment,USA,USA,United Kingdom,M,49.4,Barlcays,True
2020-10-13,Tuesday,22,Visa,CVC,17,Online,Fashion,Russia,Russia,United Kingdom,F,51.2,Barclays,True
2020-10-14,Wednesday,5,Visa,PIN,253,ATM,Children,USA,USA,United Kingdom,F,54.3,Metro,True
2020-10-14,Wednesday,8,MasterCard,Tap,27,POS,Electronics,India,India,United Kingdom,M,47.8,Barclays,True
2020-10-14,Wednesday,9,Visa,Tap,20,POS,Gaming,India,India,United Kingdom,M,33.7,Monzo,True
2020-10-13,Tuesday,13,Visa,CVC,10,Online,Children,China,United Kingdom,China,M,44.1,Halifax,True
2020-10-14,Wednesday,0,Visa,CVC,6,Online,Entertainment,United Kingdom,USA,United Kingdom,M,41.9,Barclays,True
2020-10-14,Wednesday,15,Visa,CVC,24,Online,Subscription,USA,USA,United Kingdom,F,48.5,Barclays,True
2020-10-13,Tuesday,5,MasterCard,CVC,329,Online,Entertainment,Russia,Russia,United Kingdom,M,38.8,Metro,True
2020-10-13,Tuesday,11,MasterCard,PIN,340,ATM,Children,China,China,United Kingdom,M,33.9,RBS,True
2020-10-14,Wednesday,6,MasterCard,Tap,25,POS,Children,USA,USA,United Kingdom,M,37.3,Halifax,True
2020-10-14,Wednesday,6,MasterCard,CVC,30,Online,Fashion,USA,USA,United Kingdom,F,53.2,Barclays,True
2020-10-13,Tuesday,22,Visa,CVC,28,Online,Children,India,India,United Kingdom,M,36.2,Monzo,True
2020-10-14,Wednesday,8,Visa,CVC,16,Online,Products,USA,USA,United Kingdom,M,36.0,Lloyds,True
2020-10-13,Tuesday,6,Visa,PIN,248,POS,Restaurant,Russia,Russia,United Kingdom,F,60.7,Lloyds,True
2020-10-13,Tuesday,9,Visa,Tap,10,POS,Products,China,China,United Kingdom,M,47.9,RBS,True
2020-10-14,Wednesday,2,Visa,Tap,28,POS,Entertainment,USA,USA,United Kingdom,F,45.5,Barlcays,True
2020-10-13,Tuesday,0,Visa,PIN,27,ATM,Entertainment,USA,USA,United Kingdom,F,47.2,Metro,True
2020-10-14,Wednesday,10,Visa,CVC,17,Online,Children,USA,USA,United Kingdom,F,68.3,Halifax,True
2020-10-14,Wednesday,0,Visa,PIN,114,POS,Children,Russia,Russia,United Kingdom,M,33.0,RBS,True
2020-10-13,Tuesday,21,Visa,CVC,28,Online,Gaming,USA,USA,United Kingdom,M,40.7,Barclays,True
2020-10-13,Tuesday,1,Visa,CVC,27,Online,Food,Russia,Russia,United Kingdom,M,42.2,Barclays,True
2020-10-13,Tuesday,3,Visa,PIN,389,POS,Services,India,India,United Kingdom,M,46.4,Barlcays,True
2020-10-14,Wednesday,19,Visa,CVC,8,Online,Fashion,United Kingdom,USA,United Kingdom,M,57.9,HSBC,True
2020-10-13,Tuesday,14,MasterCard,CVC,22,Online,Entertainment,China,China,United Kingdom,F,55.8,Barclays,True
2020-10-14,Wednesday,2,Visa,Tap,7,POS,Children,United Kingdom,Russia,United Kingdom,F,39.0,RBS,True
2020-10-13,Tuesday,16,Visa,PIN,24,ATM,Fashion,China,China,United Kingdom,F,38.1,RBS,True
2020-10-13,Tuesday,4,MasterCard,CVC,20,Online,Children,Russia,Russia,United Kingdom,F,46.2,HSBC,True
2020-10-14,Wednesday,3,MasterCard,CVC,351,Online,Children,China,China,United Kingdom,M,48.1,RBS,True
2020-10-13,Tuesday,3,Visa,PIN,27,ATM,Entertainment,China,China,United Kingdom,M,39.7,Barclays,True
2020-10-14,Wednesday,23,Visa,Tap,13,POS,Food,USA,USA,United Kingdom,M,54.5,HSBC,True
2020-10-13,Tuesday,1,Visa,PIN,6,ATM,Electronics,United Kingdom,Russia,United Kingdom,M,44.0,Barlcays,True
2020-10-14,Wednesday,16,Visa,CVC,16,Online,Children,India,India,United Kingdom,M,47.2,Barlcays,True
2020-10-13,Tuesday,19,MasterCard,Tap,7,POS,Subscription,Russia,Russia,United Kingdom,M,47.6,Barclays,True
2020-10-13,Tuesday,12,Visa,CVC,11,Online,Children,United Kingdom,India,United Kingdom,M,27.4,RBS,True
2020-10-14,Wednesday,9,MasterCard,PIN,18,ATM,Food,Russia,Russia,United Kingdom,M,50.4,HSBC,True
2020-10-13,Tuesday,8,Visa,Tap,20,POS,Electronics,United Kingdom,Russia,United Kingdom,M,61.4,RBS,True
2020-10-14,Wednesday,10,Visa,Tap,8,POS,Services,USA,USA,United Kingdom,M,38.3,Monzo,True
2020-10-14,Wednesday,3,Visa,CVC,28,Online,Products,China,China,United Kingdom,M,44.2,Barclays,True
2020-10-13,Tuesday,21,Visa,CVC,6,Online,Products,United Kingdom,Russia,United Kingdom,F,44.7,Barclays,True
2020-10-13,Tuesday,23,Visa,PIN,11,ATM,Fashion,USA,USA,United Kingdom,M,39.7,RBS,True
2020-10-14,Wednesday,1,MasterCard,Tap,13,POS,Children,Russia,Russia,United Kingdom,F,49.1,Monzo,True
2020-10-14,Wednesday,7,Visa,CVC,5,Online,Products,India,India,United Kingdom,F,50.2,Halifax,True
2020-10-14,Wednesday,16,Visa,PIN,189,POS,Products,India,India,United Kingdom,M,43.8,Monzo,True
2020-10-13,Tuesday,6,Visa,CVC,26,Online,Children,USA,United Kingdom,USA,F,36.6,Lloyds,True
2020-10-14,Wednesday,2,Visa,CVC,354,Online,Services,India,India,United Kingdom,F,32.5,Metro,True
2020-10-13,Tuesday,22,MasterCard,PIN,30,ATM,Services,Russia,Russia,United Kingdom,F,63.0,Barlcays,True
2020-10-13,Tuesday,2,MasterCard,CVC,17,Online,Restaurant,China,China,United Kingdom,M,38.6,Barlcays,True
2020-10-14,Wednesday,0,Visa,CVC,18,Online,Subscription,Russia,Russia,United Kingdom,M,39.4,Barlcays,True
2020-10-13,Tuesday,21,MasterCard,Tap,24,POS,Fashion,India,India,United Kingdom,F,37.3,HSBC,True
2020-10-14,Wednesday,8,MasterCard,Tap,13,POS,Electronics,Russia,Russia,United Kingdom,M,46.1,Metro,True
2020-10-14,Wednesday,6,Visa,PIN,29,ATM,Entertainment,Russia,Russia,United Kingdom,M,45.7,RBS,True
2020-10-13,Tuesday,5,Visa,CVC,26,Online,Restaurant,India,India,United Kingdom,F,61.4,Barclays,True
2020-10-14,Wednesday,11,Visa,PIN,211,ATM,Children,USA,USA,United Kingdom,F,43.9,HSBC,True
2020-10-14,Wednesday,13,Visa,CVC,15,Online,Fashion,Russia,Russia,United Kingdom,M,61.0,Barclays,True
2020-10-14,Wednesday,4,Visa,PIN,23,ATM,Restaurant,USA,USA,United Kingdom,M,39.0,Monzo,True
2020-10-13,Tuesday,16,MasterCard,Tap,21,POS,Children,United Kingdom,China,United Kingdom,M,47.3,Halifax,True
2020-10-14,Wednesday,7,MasterCard,PIN,19,POS,Food,USA,USA,United Kingdom,M,59.1,Barclays,True
2020-10-14,Wednesday,5,MasterCard,CVC,14,Online,Children,United Kingdom,Russia,United Kingdom,M,44.1,Barlcays,True
2020-10-14,Wednesday,1,Visa,Tap,5,POS,Children,United Kingdom,USA,United Kingdom,M,24.7,Barclays,True
2020-10-14,Wednesday,5,Visa,CVC,25,Online,Restaurant,Russia,United Kingdom,Russia,M,38.6,Barclays,True
2020-10-13,Tuesday,5,Visa,CVC,84,Online,Services,USA,USA,United Kingdom,M,36.2,Lloyds,True
2020-10-13,Tuesday,3,MasterCard,PIN,126,ATM,Electronics,Russia,Russia,United Kingdom,F,36.4,Barclays,True
2020-10-14,Wednesday,3,Visa,Tap,27,POS,Services,India,United Kingdom,India,M,33.0,Barclays,True
2020-10-14,Wednesday,13,Visa,Tap,24,POS,Restaurant,China,United Kingdom,China,M,51.7,Barclays,True
2020-10-13,Tuesday,15,MasterCard,PIN,29,ATM,Electronics,India,India,United Kingdom,M,51.9,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,27,POS,Food,India,India,United Kingdom,M,40.3,HSBC,True
2020-10-13,Tuesday,2,Visa,CVC,12,Online,Gaming,USA,USA,United Kingdom,M,42.6,RBS,True
2020-10-14,Wednesday,9,Visa,Tap,15,POS,Products,Russia,Russia,United Kingdom,M,39.1,Metro,True
2020-10-13,Tuesday,12,Visa,CVC,9,Online,Fashion,United Kingdom,China,United Kingdom,M,37.7,Barclays,True
2020-10-13,Tuesday,13,Visa,Tap,25,POS,Electronics,United Kingdom,Russia,United Kingdom,F,56.0,Lloyds,True
2020-10-13,Tuesday,13,Visa,PIN,391,ATM,Children,Russia,Russia,United Kingdom,F,30.3,Barclays,True
2020-10-13,Tuesday,2,Visa,PIN,16,ATM,Children,China,United Kingdom,China,M,36.4,Metro,True
2020-10-13,Tuesday,1,MasterCard,CVC,30,Online,Entertainment,United Kingdom,China,United Kingdom,M,48.8,Barclays,True
2020-10-13,Tuesday,7,MasterCard,CVC,7,Online,Entertainment,USA,USA,United Kingdom,M,48.4,Monzo,True
2020-10-14,Wednesday,2,MasterCard,Tap,25,POS,Gaming,USA,USA,United Kingdom,M,44.7,Lloyds,True
2020-10-13,Tuesday,4,MasterCard,PIN,365,POS,Children,China,China,United Kingdom,M,57.5,HSBC,True
2020-10-14,Wednesday,3,MasterCard,PIN,28,ATM,Subscription,USA,USA,United Kingdom,M,67.2,Metro,True
2020-10-13,Tuesday,2,MasterCard,CVC,354,Online,Gaming,USA,USA,United Kingdom,M,35.3,Metro,True
2020-10-14,Wednesday,11,Visa,PIN,363,ATM,Children,China,China,United Kingdom,F,50.9,Barclays,True
2020-10-13,Tuesday,22,Visa,PIN,372,POS,Food,Russia,Russia,United Kingdom,M,42.7,Barclays,True
2020-10-13,Tuesday,6,MasterCard,PIN,28,ATM,Electronics,United Kingdom,Russia,United Kingdom,M,41.8,Barlcays,True
2020-10-14,Wednesday,5,MasterCard,PIN,15,ATM,Restaurant,India,India,United Kingdom,F,51.1,Monzo,True
2020-10-14,Wednesday,3,MasterCard,CVC,16,Online,Food,United Kingdom,Russia,United Kingdom,F,47.8,Monzo,True
2020-10-13,Tuesday,6,Visa,Tap,14,POS,Subscription,Russia,Russia,United Kingdom,M,43.1,Monzo,True
2020-10-14,Wednesday,3,MasterCard,CVC,34,Online,Services,Russia,Russia,United Kingdom,F,39.6,RBS,True
2020-10-13,Tuesday,20,MasterCard,CVC,16,Online,Restaurant,USA,USA,United Kingdom,F,36.4,Halifax,True
2020-10-14,Wednesday,0,Visa,Tap,11,POS,Subscription,China,China,United Kingdom,M,26.4,Lloyds,True
2020-10-13,Tuesday,1,MasterCard,CVC,281,Online,Children,India,India,United Kingdom,M,41.7,Barclays,True
2020-10-14,Wednesday,7,MasterCard,CVC,26,Online,Gaming,United Kingdom,China,United Kingdom,M,39.0,Barclays,True
2020-10-13,Tuesday,19,Visa,Tap,9,POS,Fashion,USA,USA,United Kingdom,F,56.0,Lloyds,True
2020-10-14,Wednesday,13,MasterCard,CVC,12,Online,Entertainment,United Kingdom,China,United Kingdom,F,48.9,Barclays,True
2020-10-14,Wednesday,22,Visa,Tap,23,POS,Gaming,USA,USA,United Kingdom,F,49.6,HSBC,True
2020-10-13,Tuesday,16,Visa,CVC,8,Online,Subscription,USA,USA,United Kingdom,M,49.6,Halifax,True
2020-10-13,Tuesday,5,MasterCard,CVC,343,Online,Subscription,India,India,United Kingdom,F,40.6,Metro,True
2020-10-13,Tuesday,17,Visa,CVC,379,Online,Products,United Kingdom,India,United Kingdom,M,24.4,Barclays,True
2020-10-13,Tuesday,15,Visa,Tap,24,POS,Children,United Kingdom,India,United Kingdom,M,27.0,Metro,True
2020-10-13,Tuesday,3,Visa,Tap,17,POS,Children,United Kingdom,China,United Kingdom,M,49.6,Barclays,True
2020-10-13,Tuesday,8,Visa,CVC,186,Online,Electronics,USA,USA,United Kingdom,M,48.7,Metro,True
2020-10-14,Wednesday,3,Visa,Tap,13,POS,Services,Russia,Russia,United Kingdom,M,50.9,Lloyds,True
2020-10-13,Tuesday,3,Visa,PIN,300,ATM,Electronics,Russia,Russia,United Kingdom,M,48.0,Metro,True
2020-10-14,Wednesday,19,Visa,CVC,27,Online,Food,Russia,Russia,United Kingdom,M,45.3,Lloyds,True
2020-10-13,Tuesday,18,Visa,CVC,120,Online,Entertainment,China,China,United Kingdom,F,48.0,Barlcays,True
2020-10-14,Wednesday,9,Visa,PIN,326,POS,Electronics,China,China,United Kingdom,M,39.1,Metro,True
2020-10-13,Tuesday,5,MasterCard,PIN,20,ATM,Products,USA,USA,United Kingdom,M,39.3,Metro,True
2020-10-13,Tuesday,0,Visa,CVC,335,Online,Fashion,Russia,Russia,United Kingdom,M,47.3,Halifax,True
2020-10-13,Tuesday,10,Visa,CVC,26,Online,Services,India,India,United Kingdom,F,73.0,Barlcays,True
2020-10-13,Tuesday,8,MasterCard,CVC,13,Online,Fashion,Russia,Russia,United Kingdom,F,50.8,Monzo,True
2020-10-14,Wednesday,10,Visa,PIN,5,ATM,Services,China,China,United Kingdom,F,28.5,Metro,True
2020-10-14,Wednesday,5,MasterCard,Tap,22,POS,Products,USA,USA,United Kingdom,M,24.2,Halifax,True
2020-10-13,Tuesday,4,MasterCard,PIN,15,ATM,Fashion,China,China,United Kingdom,M,50.1,Monzo,True
2020-10-13,Tuesday,4,Visa,PIN,380,POS,Children,Russia,Russia,United Kingdom,M,57.7,Halifax,True
2020-10-13,Tuesday,5,Visa,CVC,25,Online,Fashion,United Kingdom,USA,United Kingdom,M,46.0,Barlcays,True
2020-10-13,Tuesday,19,MasterCard,CVC,20,Online,Services,Russia,Russia,United Kingdom,F,53.7,Monzo,True
2020-10-13,Tuesday,20,Visa,Tap,25,POS,Entertainment,Russia,Russia,United Kingdom,M,33.3,Monzo,True
2020-10-14,Wednesday,14,Visa,Tap,8,POS,Food,India,India,United Kingdom,M,41.6,Halifax,True
2020-10-14,Wednesday,6,Visa,CVC,29,Online,Restaurant,China,China,United Kingdom,F,53.0,HSBC,True
2020-10-13,Tuesday,17,Visa,PIN,26,ATM,Electronics,United Kingdom,Russia,United Kingdom,F,37.3,Barclays,True
2020-10-14,Wednesday,17,MasterCard,PIN,13,ATM,Products,Russia,Russia,United Kingdom,M,38.3,Lloyds,True
2020-10-14,Wednesday,13,Visa,Tap,16,POS,Restaurant,China,China,United Kingdom,M,42.3,Barclays,True
2020-10-13,Tuesday,1,MasterCard,CVC,20,Online,Food,Russia,Russia,United Kingdom,F,41.7,Barclays,True
2020-10-13,Tuesday,3,Visa,PIN,372,POS,Services,USA,USA,United Kingdom,M,40.5,Metro,True
2020-10-13,Tuesday,2,Visa,CVC,24,Online,Restaurant,Russia,Russia,United Kingdom,F,32.2,Halifax,True
2020-10-13,Tuesday,15,Visa,Tap,6,POS,Products,India,India,United Kingdom,F,43.7,Barclays,True
2020-10-13,Tuesday,1,Visa,Tap,22,POS,Electronics,USA,USA,United Kingdom,F,40.3,Barclays,True
2020-10-14,Wednesday,12,Visa,PIN,13,ATM,Restaurant,Russia,Russia,United Kingdom,M,39.0,Barlcays,True
2020-10-13,Tuesday,1,MasterCard,CVC,27,Online,Restaurant,United Kingdom,USA,United Kingdom,F,54.0,Monzo,True
2020-10-13,Tuesday,13,Visa,PIN,25,ATM,Restaurant,India,India,United Kingdom,M,24.9,Metro,True
2020-10-13,Tuesday,10,MasterCard,PIN,201,POS,Services,USA,USA,United Kingdom,M,52.1,Barclays,True
2020-10-13,Tuesday,9,Visa,CVC,173,Online,Subscription,India,India,United Kingdom,M,30.6,Barclays,True
2020-10-13,Tuesday,15,Visa,PIN,14,ATM,Gaming,India,India,United Kingdom,M,38.0,Barclays,True
2020-10-13,Tuesday,18,MasterCard,PIN,379,POS,Gaming,USA,USA,United Kingdom,M,55.6,Lloyds,True
2020-10-13,Tuesday,1,Visa,CVC,316,Online,Subscription,China,China,United Kingdom,F,42.2,HSBC,True
2020-10-13,Tuesday,5,MasterCard,PIN,69,ATM,Electronics,USA,USA,United Kingdom,F,36.6,RBS,True
2020-10-14,Wednesday,10,MasterCard,CVC,10,Online,Children,Russia,Russia,United Kingdom,M,21.0,Monzo,True
2020-10-14,Wednesday,1,MasterCard,CVC,16,Online,Children,China,China,United Kingdom,M,22.4,Halifax,True
2020-10-14,Wednesday,8,Visa,CVC,221,Online,Children,United Kingdom,USA,United Kingdom,M,35.9,Barclays,True
2020-10-13,Tuesday,6,Visa,CVC,11,Online,Entertainment,Russia,Russia,United Kingdom,M,45.6,Metro,True
2020-10-13,Tuesday,6,MasterCard,PIN,380,ATM,Electronics,Russia,Russia,United Kingdom,M,52.7,Halifax,True
2020-10-14,Wednesday,9,MasterCard,CVC,19,Online,Food,Russia,Russia,United Kingdom,F,53.3,Barlcays,True
2020-10-13,Tuesday,1,Visa,CVC,17,Online,Food,Russia,Russia,United Kingdom,F,51.6,Metro,True
2020-10-14,Wednesday,8,Visa,CVC,15,Online,Food,China,China,United Kingdom,F,37.9,HSBC,True
2020-10-13,Tuesday,3,Visa,CVC,26,Online,Gaming,China,China,United Kingdom,F,30.8,Barclays,True
2020-10-13,Tuesday,2,MasterCard,CVC,19,Online,Products,China,China,United Kingdom,F,41.0,Lloyds,True
2020-10-13,Tuesday,1,MasterCard,CVC,10,Online,Restaurant,USA,USA,United Kingdom,F,47.2,Barclays,True
2020-10-14,Wednesday,12,MasterCard,Tap,16,POS,Subscription,USA,USA,United Kingdom,M,59.3,Barclays,True
2020-10-14,Wednesday,1,MasterCard,PIN,227,ATM,Children,India,India,United Kingdom,M,32.5,Barclays,True
2020-10-13,Tuesday,8,MasterCard,PIN,396,POS,Children,China,China,United Kingdom,F,43.7,Barclays,True
2020-10-13,Tuesday,3,Visa,CVC,11,Online,Electronics,India,India,United Kingdom,M,48.9,Barclays,True
2020-10-14,Wednesday,1,MasterCard,PIN,13,ATM,Products,India,India,United Kingdom,M,44.7,RBS,True
2020-10-13,Tuesday,4,MasterCard,CVC,7,Online,Products,United Kingdom,Russia,United Kingdom,M,44.3,Metro,True
2020-10-14,Wednesday,2,Visa,PIN,246,ATM,Entertainment,China,China,United Kingdom,M,32.0,Monzo,True
2020-10-14,Wednesday,16,MasterCard,Tap,13,POS,Services,Russia,Russia,United Kingdom,M,54.9,Halifax,True
2020-10-14,Wednesday,4,Visa,PIN,369,ATM,Children,Russia,Russia,United Kingdom,F,43.1,Barlcays,True
2020-10-13,Tuesday,0,MasterCard,CVC,23,Online,Subscription,United Kingdom,Russia,United Kingdom,F,39.3,Lloyds,True
2020-10-13,Tuesday,23,Visa,Tap,19,POS,Entertainment,USA,USA,United Kingdom,M,43.1,Lloyds,True
2020-10-13,Tuesday,0,MasterCard,PIN,192,POS,Fashion,China,China,United Kingdom,M,59.2,Halifax,True
2020-10-14,Wednesday,5,Visa,Tap,15,POS,Children,United Kingdom,India,United Kingdom,F,37.5,Halifax,True
2020-10-13,Tuesday,9,Visa,CVC,88,Online,Children,India,India,United Kingdom,F,43.4,Lloyds,True
2020-10-14,Wednesday,13,Visa,CVC,226,Online,Subscription,USA,USA,United Kingdom,M,51.1,Monzo,True
2020-10-14,Wednesday,1,MasterCard,PIN,30,ATM,Fashion,China,China,United Kingdom,M,40.5,Halifax,True
2020-10-13,Tuesday,12,Visa,CVC,20,Online,Fashion,China,China,United Kingdom,M,42.4,HSBC,True
2020-10-14,Wednesday,10,Visa,Tap,30,POS,Electronics,Russia,Russia,United Kingdom,M,51.9,Metro,True
2020-10-14,Wednesday,14,MasterCard,PIN,141,POS,Children,Russia,Russia,United Kingdom,F,47.7,Metro,True
2020-10-13,Tuesday,10,Visa,CVC,20,Online,Restaurant,China,China,United Kingdom,F,63.9,Barclays,True
2020-10-13,Tuesday,3,Visa,Tap,25,POS,Products,Russia,Russia,United Kingdom,M,58.9,Halifax,True
2020-10-13,Tuesday,0,Visa,CVC,10,Online,Gaming,Russia,Russia,United Kingdom,M,52.5,Barlcays,True
2020-10-14,Wednesday,11,Visa,PIN,33,POS,Services,China,China,United Kingdom,F,51.1,Monzo,True
2020-10-14,Wednesday,3,Visa,PIN,18,ATM,Products,China,China,United Kingdom,M,36.7,Lloyds,True
2020-10-13,Tuesday,4,Visa,PIN,27,ATM,Gaming,China,China,United Kingdom,M,19.1,Barclays,True
2020-10-14,Wednesday,4,Visa,Tap,12,POS,Children,Russia,United Kingdom,Russia,F,57.3,Lloyds,True
2020-10-13,Tuesday,1,MasterCard,Tap,29,POS,Children,USA,USA,United Kingdom,F,39.4,Lloyds,True
2020-10-14,Wednesday,8,MasterCard,CVC,18,Online,Gaming,China,China,United Kingdom,F,56.9,Barclays,True
2020-10-14,Wednesday,9,Visa,Tap,8,POS,Fashion,Russia,Russia,United Kingdom,F,46.9,Monzo,True
2020-10-13,Tuesday,1,MasterCard,CVC,63,Online,Electronics,Russia,Russia,United Kingdom,M,45.4,Barclays,True
2020-10-14,Wednesday,2,MasterCard,PIN,6,ATM,Children,Russia,Russia,United Kingdom,M,53.4,Barclays,True
2020-10-14,Wednesday,2,Visa,PIN,16,ATM,Electronics,India,India,United Kingdom,M,27.7,Lloyds,True
2020-10-14,Wednesday,2,MasterCard,Tap,12,POS,Fashion,Russia,Russia,United Kingdom,M,59.9,Barlcays,True
2020-10-14,Wednesday,13,MasterCard,PIN,246,POS,Electronics,USA,USA,United Kingdom,M,36.8,Monzo,True
2020-10-13,Tuesday,22,Visa,PIN,17,ATM,Subscription,China,China,United Kingdom,M,40.9,Barclays,True
2020-10-14,Wednesday,14,MasterCard,CVC,20,Online,Services,United Kingdom,Russia,United Kingdom,M,57.7,Metro,True
2020-10-14,Wednesday,2,Visa,PIN,30,ATM,Children,India,India,United Kingdom,M,49.5,Barlcays,True
2020-10-14,Wednesday,2,Visa,PIN,44,ATM,Gaming,Russia,Russia,United Kingdom,M,42.2,Barclays,True
2020-10-13,Tuesday,5,MasterCard,PIN,6,ATM,Fashion,United Kingdom,Russia,United Kingdom,M,47.4,HSBC,True
2020-10-13,Tuesday,18,Visa,PIN,10,ATM,Fashion,India,India,United Kingdom,F,55.4,Barclays,True
2020-10-13,Tuesday,16,MasterCard,CVC,20,Online,Food,United Kingdom,USA,United Kingdom,F,34.5,Barclays,True
2020-10-14,Wednesday,19,MasterCard,CVC,98,Online,Food,China,China,United Kingdom,F,57.9,Barclays,True
2020-10-13,Tuesday,3,Visa,CVC,5,Online,Products,India,India,United Kingdom,F,48.2,Halifax,True
2020-10-14,Wednesday,17,MasterCard,PIN,10,ATM,Fashion,Russia,Russia,United Kingdom,F,41.2,Metro,True
2020-10-14,Wednesday,5,Visa,PIN,29,ATM,Entertainment,USA,USA,United Kingdom,F,38.7,Barclays,True
2020-10-13,Tuesday,18,MasterCard,CVC,29,Online,Food,United Kingdom,China,United Kingdom,F,30.3,Metro,True
2020-10-14,Wednesday,5,Visa,Tap,28,POS,Fashion,Russia,Russia,United Kingdom,F,48.9,Barclays,True
2020-10-13,Tuesday,20,MasterCard,CVC,23,Online,Children,United Kingdom,India,United Kingdom,M,33.4,Monzo,True
2020-10-14,Wednesday,13,Visa,CVC,22,Online,Children,India,India,United Kingdom,M,39.7,Barclays,True
2020-10-13,Tuesday,0,Visa,PIN,25,ATM,Electronics,United Kingdom,Russia,United Kingdom,F,50.9,Barclays,True
2020-10-14,Wednesday,6,Visa,PIN,305,ATM,Services,USA,USA,United Kingdom,M,42.8,Barclays,True
2020-10-14,Wednesday,0,Visa,Tap,24,POS,Restaurant,India,India,United Kingdom,F,31.6,RBS,True
2020-10-13,Tuesday,16,MasterCard,PIN,5,ATM,Children,China,China,United Kingdom,F,42.3,RBS,True
2020-10-13,Tuesday,21,MasterCard,Tap,27,POS,Fashion,Russia,Russia,United Kingdom,F,35.4,Barlcays,True
2020-10-14,Wednesday,15,MasterCard,CVC,15,Online,Subscription,China,China,United Kingdom,M,40.4,Barclays,True
2020-10-13,Tuesday,4,Visa,PIN,23,ATM,Entertainment,China,China,United Kingdom,F,29.2,Barclays,True
2020-10-14,Wednesday,17,MasterCard,CVC,19,Online,Food,India,India,United Kingdom,M,32.4,HSBC,True
